TongKetHocKyKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,TongSoTinChiDangKy,TongSoTinChiDat,TongSoTinChiKhongDat,DiemTrungBinhHocKy,DiemTrungBinhTichLuy,DiemRenLuyen,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,TrangThaiCanhBao,MucNguyCo,SoTinChiNoLuyKe,SoHocKyCanhBaoLienTiep
2294,413,1,2,6,4,11,11,0,3.0,3.1,68,3,3,1,Không cảnh báo,Trung bình,0,0
2295,413,1,2,6,5,11,11,0,2.82,3.0,73,3,3,1,Không cảnh báo,Thấp,0,0
2296,413,1,2,6,6,11,8,3,1.91,2.72,68,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
2297,413,1,2,6,7,11,11,0,2.27,2.63,84,4,2,1,Không cảnh báo,Thấp,0,0
2298,413,1,2,6,8,10,10,0,2.6,2.62,78,3,3,1,Không cảnh báo,Thấp,0,0
2299,414,1,2,7,5,10,10,0,2.4,2.4,84,4,2,1,Không cảnh báo,Trung bình,0,0
2300,414,1,2,7,6,11,11,0,2.82,2.62,82,3,2,1,Không cảnh báo,Thấp,0,0
2301,414,1,2,7,7,11,11,0,2.45,2.56,85,4,2,1,Không cảnh báo,Thấp,0,0
2302,414,1,2,7,8,11,8,3,1.91,2.4,74,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
2303,415,1,2,7,5,10,10,0,2.9,2.9,82,3,2,1,Không cảnh báo,Thấp,0,0
2304,415,1,2,7,6,11,11,0,2.27,2.57,82,4,2,1,Không cảnh báo,Thấp,0,0
2305,415,1,2,7,7,11,11,0,3.0,2.72,87,3,2,1,Không cảnh báo,Thấp,0,0
2306,415,1,2,7,8,11,8,3,2.0,2.53,79,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
2307,416,1,2,7,5,10,10,0,2.7,2.7,87,3,2,1,Không cảnh báo,Thấp,0,0
2308,416,1,2,7,6,11,6,5,1.64,2.14,68,5,3,3,Cảnh báo trung bình,Trung bình,5,1
2309,416,1,2,7,7,11,11,0,2.0,2.09,58,4,4,1,Không cảnh báo,Trung bình,5,0
2310,416,1,2,7,8,11,8,3,2.18,2.12,78,4,3,2,Cảnh báo nhẹ,Cao,8,1
2311,417,1,2,7,5,10,10,0,2.5,2.5,78,3,3,1,Không cảnh báo,Thấp,0,0
2312,417,1,2,7,6,11,11,0,2.0,2.24,75,4,3,1,Không cảnh báo,Trung bình,0,0
2313,417,1,2,7,7,11,11,0,2.73,2.41,82,3,2,1,Không cảnh báo,Trung bình,0,0
2314,417,1,2,7,8,11,5,6,1.27,2.12,77,5,3,4,Cảnh báo nghiêm trọng,Trung bình,6,1
2315,418,1,2,7,5,10,10,0,3.1,3.1,80,3,2,1,Không cảnh báo,Thấp,0,0
2316,418,1,2,7,6,11,11,0,3.0,3.05,89,3,2,1,Không cảnh báo,Thấp,0,0
2317,418,1,2,7,7,11,11,0,2.27,2.78,63,4,4,1,Không cảnh báo,Trung bình,0,0
2318,418,1,2,7,8,11,5,6,1.36,2.42,79,5,3,4,Cảnh báo nghiêm trọng,Trung bình,6,1
2319,419,1,2,7,5,10,10,0,3.5,3.5,94,2,1,1,Không cảnh báo,Thấp,0,0
2320,419,1,2,7,6,11,11,0,3.0,3.24,81,3,2,1,Không cảnh báo,Thấp,0,0
2321,419,1,2,7,7,11,11,0,2.27,2.91,83,4,2,1,Không cảnh báo,Thấp,0,0
2322,419,1,2,7,8,11,11,0,2.82,2.88,79,3,3,1,Không cảnh báo,Thấp,0,0
2323,420,1,2,7,5,10,10,0,2.2,2.2,75,4,3,1,Không cảnh báo,Trung bình,0,0
2324,420,1,2,7,6,11,11,0,3.09,2.67,86,3,2,1,Không cảnh báo,Thấp,0,0
2325,420,1,2,7,7,11,9,2,2.18,2.5,60,4,4,1,Không cảnh báo,Trung bình,2,0
2326,420,1,2,7,8,11,8,3,2.45,2.49,67,4,3,2,Cảnh báo nhẹ,Trung bình,5,1
2327,421,1,2,7,5,10,10,0,3.1,3.1,76,3,3,1,Không cảnh báo,Thấp,0,0
2328,421,1,2,7,6,11,11,0,2.45,2.76,86,4,2,1,Không cảnh báo,Thấp,0,0
2329,421,1,2,7,7,11,11,0,2.18,2.56,74,4,3,1,Không cảnh báo,Thấp,0,0
2330,421,1,2,7,8,11,11,0,2.73,2.6,80,3,2,1,Không cảnh báo,Thấp,0,0
2331,422,1,2,7,5,10,10,0,2.4,2.4,86,4,2,1,Không cảnh báo,Trung bình,0,0
2332,422,1,2,7,6,11,11,0,2.55,2.48,83,3,2,1,Không cảnh báo,Trung bình,0,0
2333,422,1,2,7,7,11,8,3,1.91,2.28,77,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
2334,422,1,2,7,8,11,11,0,2.82,2.42,96,3,1,1,Không cảnh báo,Trung bình,0,0
2335,423,1,2,7,5,10,8,2,2.1,2.1,74,4,3,1,Không cảnh báo,Trung bình,2,0
2336,423,1,2,7,6,11,11,0,2.55,2.33,84,3,2,1,Không cảnh báo,Trung bình,0,0
2337,423,1,2,7,7,11,11,0,2.45,2.38,77,4,3,1,Không cảnh báo,Trung bình,0,0
2338,423,1,2,7,8,11,11,0,3.0,2.53,80,3,2,1,Không cảnh báo,Thấp,0,0
2339,424,1,2,7,5,10,10,0,2.5,2.5,88,3,2,1,Không cảnh báo,Thấp,0,0
2340,424,1,2,7,6,11,11,0,2.82,2.67,69,3,3,1,Không cảnh báo,Trung bình,0,0
2341,424,1,2,7,7,11,11,0,2.0,2.44,75,4,3,1,Không cảnh báo,Trung bình,0,0
2342,424,1,2,7,8,11,11,0,2.18,2.37,70,4,3,1,Không cảnh báo,Trung bình,0,0
2343,425,1,2,7,5,10,10,0,2.5,2.5,79,3,3,1,Không cảnh báo,Thấp,0,0
2344,425,1,2,7,6,11,11,0,2.45,2.48,79,4,3,1,Không cảnh báo,Trung bình,0,0
2345,425,1,2,7,7,11,9,2,1.91,2.28,77,5,3,2,Cảnh báo nhẹ,Trung bình,2,1
2346,425,1,2,7,8,11,11,0,1.91,2.19,73,5,3,2,Cảnh báo nhẹ,Cao,2,2
2347,426,1,2,7,5,10,10,0,2.8,2.8,90,3,1,1,Không cảnh báo,Thấp,0,0
2348,426,1,2,7,6,11,9,2,2.18,2.48,67,4,3,1,Không cảnh báo,Trung bình,2,0
2349,426,1,2,7,7,11,6,5,1.36,2.09,66,5,3,4,Cảnh báo nghiêm trọng,Trung bình,5,1
2350,426,1,2,7,8,11,11,0,2.45,2.19,72,4,3,1,Không cảnh báo,Trung bình,5,0
2351,427,1,2,7,5,10,10,0,2.2,2.2,87,4,2,1,Không cảnh báo,Trung bình,0,0
2352,427,1,2,7,6,11,11,0,3.0,2.62,89,3,2,1,Không cảnh báo,Thấp,0,0
2353,427,1,2,7,7,11,11,0,2.18,2.47,71,4,3,1,Không cảnh báo,Trung bình,0,0
2354,427,1,2,7,8,11,8,3,1.73,2.28,69,5,3,3,Cảnh báo trung bình,Trung bình,3,1
2355,428,1,2,7,5,10,10,0,2.5,2.5,84,3,2,1,Không cảnh báo,Thấp,0,0
2356,428,1,2,7,6,11,11,0,3.27,2.9,97,2,1,1,Không cảnh báo,Thấp,0,0
2357,428,1,2,7,7,11,11,0,2.91,2.91,77,3,3,1,Không cảnh báo,Thấp,0,0
2358,428,1,2,7,8,11,11,0,2.73,2.86,78,3,3,1,Không cảnh báo,Thấp,0,0
2359,429,1,2,7,5,10,10,0,2.9,2.9,88,3,2,1,Không cảnh báo,Thấp,0,0
2360,429,1,2,7,6,11,11,0,3.18,3.05,92,3,1,1,Không cảnh báo,Thấp,0,0
2361,429,1,2,7,7,11,8,3,2.27,2.78,76,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
2362,429,1,2,7,8,11,11,0,2.55,2.72,70,3,3,1,Không cảnh báo,Trung bình,3,0
2363,430,1,2,7,5,10,10,0,2.6,2.6,80,3,2,1,Không cảnh báo,Thấp,0,0
2364,430,1,2,7,6,11,11,0,2.55,2.57,84,3,2,1,Không cảnh báo,Thấp,0,0
2365,430,1,2,7,7,11,11,0,2.82,2.66,95,3,1,1,Không cảnh báo,Thấp,0,0
2366,430,1,2,7,8,11,11,0,2.73,2.67,77,3,3,1,Không cảnh báo,Thấp,0,0
2367,431,1,2,7,5,10,10,0,2.7,2.7,86,3,2,1,Không cảnh báo,Thấp,0,0
2368,431,1,2,7,6,11,11,0,2.45,2.57,84,4,2,1,Không cảnh báo,Thấp,0,0
2369,431,1,2,7,7,11,11,0,2.45,2.53,73,4,3,1,Không cảnh báo,Thấp,0,0
2370,431,1,2,7,8,11,11,0,3.18,2.7,72,3,3,1,Không cảnh báo,Thấp,0,0
2371,432,1,2,7,5,10,7,3,1.9,1.9,74,5,3,2,Cảnh báo nhẹ,Cao,3,1
2372,432,1,2,7,6,11,11,0,2.36,2.14,77,4,3,1,Không cảnh báo,Trung bình,3,0
2373,432,1,2,7,7,11,5,6,1.18,1.81,57,5,4,4,Cảnh báo nghiêm trọng,Cao,9,1
2374,432,1,2,7,8,11,11,0,2.45,1.98,65,4,3,2,Cảnh báo nhẹ,Cao,7,2
2375,433,1,2,7,5,10,10,0,2.6,2.6,77,3,3,1,Không cảnh báo,Thấp,0,0
2376,433,1,2,7,6,11,11,0,3.27,2.95,90,2,1,1,Không cảnh báo,Thấp,0,0
2377,433,1,2,7,7,11,9,2,1.91,2.59,75,5,3,2,Cảnh báo nhẹ,Trung bình,2,1
2378,433,1,2,7,8,11,11,0,2.09,2.47,67,4,3,1,Không cảnh báo,Trung bình,2,0
2379,434,1,2,7,5,10,10,0,3.2,3.2,88,2,2,1,Không cảnh báo,Thấp,0,0
2380,434,1,2,7,6,11,11,0,2.73,2.95,85,3,2,1,Không cảnh báo,Thấp,0,0
2381,434,1,2,7,7,11,11,0,3.0,2.97,77,3,3,1,Không cảnh báo,Thấp,0,0
2382,434,1,2,7,8,11,11,0,2.55,2.86,78,3,3,1,Không cảnh báo,Thấp,0,0
2383,435,1,2,7,5,10,10,0,2.9,2.9,80,3,2,1,Không cảnh báo,Thấp,0,0
2384,435,1,2,7,6,11,11,0,3.0,2.95,88,3,2,1,Không cảnh báo,Thấp,0,0
2385,435,1,2,7,7,11,11,0,2.45,2.78,88,4,2,1,Không cảnh báo,Thấp,0,0
2386,435,1,2,7,8,11,11,0,3.0,2.84,76,3,3,1,Không cảnh báo,Thấp,0,0
2387,436,1,2,7,5,10,10,0,3.0,3.0,87,3,2,1,Không cảnh báo,Thấp,0,0
2388,436,1,2,7,6,11,8,3,1.73,2.33,73,5,3,3,Cảnh báo trung bình,Trung bình,3,1
2389,436,1,2,7,7,11,11,0,2.55,2.41,80,3,2,1,Không cảnh báo,Trung bình,0,0
2390,436,1,2,7,8,11,11,0,2.45,2.42,68,4,3,1,Không cảnh báo,Trung bình,0,0
2391,437,1,2,7,5,10,10,0,1.9,1.9,80,5,2,2,Cảnh báo nhẹ,Cao,0,1
2392,437,1,2,7,6,11,11,0,2.82,2.38,75,3,3,1,Không cảnh báo,Trung bình,0,0
2393,437,1,2,7,7,11,11,0,2.45,2.41,81,4,2,1,Không cảnh báo,Trung bình,0,0
2394,437,1,2,7,8,11,11,0,1.82,2.26,69,5,3,2,Cảnh báo nhẹ,Trung bình,0,1
2395,438,1,2,7,5,10,10,0,2.2,2.2,71,4,3,1,Không cảnh báo,Trung bình,0,0
2396,438,1,2,7,6,11,11,0,3.0,2.62,72,3,3,1,Không cảnh báo,Thấp,0,0
2397,438,1,2,7,7,11,11,0,2.64,2.62,85,3,2,1,Không cảnh báo,Thấp,0,0
2398,438,1,2,7,8,11,11,0,2.18,2.51,72,4,3,1,Không cảnh báo,Thấp,0,0
2399,439,1,2,7,5,10,6,4,1.8,1.8,67,5,3,2,Cảnh báo nhẹ,Cao,4,1
2400,439,1,2,7,6,11,6,5,1.36,1.57,61,5,4,4,Cảnh báo nghiêm trọng,Cao,9,2
2401,439,1,2,7,7,11,11,0,2.0,1.72,74,4,3,2,Cảnh báo nhẹ,Cao,9,3
2402,439,1,2,7,8,11,11,0,2.73,1.98,77,3,3,2,Cảnh báo nhẹ,Cao,9,4
2403,440,1,2,7,5,10,10,0,2.9,2.9,84,3,2,1,Không cảnh báo,Thấp,0,0
2404,440,1,2,7,6,11,8,3,2.45,2.67,85,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
2405,440,1,2,7,7,11,11,0,2.64,2.66,75,3,3,1,Không cảnh báo,Thấp,1,0
2406,440,1,2,7,8,11,11,0,2.73,2.67,79,3,3,1,Không cảnh báo,Thấp,0,0
2407,441,1,2,7,5,10,8,2,1.9,1.9,80,5,2,2,Cảnh báo nhẹ,Cao,2,1
2408,441,1,2,7,6,11,11,0,2.82,2.38,86,3,2,1,Không cảnh báo,Trung bình,2,0
2409,441,1,2,7,7,11,11,0,2.27,2.34,68,4,3,1,Không cảnh báo,Trung bình,2,0
2410,441,1,2,7,8,11,11,0,2.27,2.33,71,4,3,1,Không cảnh báo,Trung bình,0,0
2411,442,1,2,7,5,10,7,3,1.9,1.9,73,5,3,2,Cảnh báo nhẹ,Cao,3,1
2412,442,1,2,7,6,11,11,0,2.82,2.38,97,3,1,1,Không cảnh báo,Trung bình,3,0
2413,442,1,2,7,7,11,8,3,1.91,2.22,68,5,3,2,Cảnh báo nhẹ,Trung bình,6,1
2414,442,1,2,7,8,11,11,0,2.27,2.23,65,4,3,1,Không cảnh báo,Trung bình,2,0
2415,443,1,2,7,5,10,10,0,3.1,3.1,88,3,2,1,Không cảnh báo,Thấp,0,0
2416,443,1,2,7,6,11,11,0,2.91,3.0,72,3,3,1,Không cảnh báo,Thấp,0,0
2417,443,1,2,7,7,11,11,0,2.82,2.94,83,3,2,1,Không cảnh báo,Thấp,0,0
2418,443,1,2,7,8,11,11,0,2.64,2.86,77,3,3,1,Không cảnh báo,Thấp,0,0
2419,444,1,2,7,5,10,10,0,2.8,2.8,70,3,3,1,Không cảnh báo,Thấp,0,0
2420,444,1,2,7,6,11,11,0,2.45,2.62,82,4,2,1,Không cảnh báo,Thấp,0,0
2421,444,1,2,7,7,11,11,0,2.18,2.47,84,4,2,1,Không cảnh báo,Trung bình,0,0
2422,444,1,2,7,8,11,11,0,3.0,2.6,82,3,2,1,Không cảnh báo,Thấp,0,0
2423,445,1,2,7,5,10,10,0,2.8,2.8,75,3,3,1,Không cảnh báo,Thấp,0,0
2424,445,1,2,7,6,11,11,0,2.55,2.67,77,3,3,1,Không cảnh báo,Thấp,0,0
2425,445,1,2,7,7,11,11,0,2.55,2.62,78,3,3,1,Không cảnh báo,Thấp,0,0
2426,445,1,2,7,8,11,11,0,2.73,2.65,80,3,2,1,Không cảnh báo,Thấp,0,0
2427,446,1,2,7,5,10,10,0,3.3,3.3,88,2,2,1,Không cảnh báo,Thấp,0,0
2428,446,1,2,7,6,11,11,0,2.91,3.1,76,3,3,1,Không cảnh báo,Thấp,0,0
2429,446,1,2,7,7,11,8,3,1.64,2.59,82,5,2,3,Cảnh báo trung bình,Trung bình,3,1
2430,446,1,2,7,8,11,11,0,2.73,2.63,84,3,2,1,Không cảnh báo,Thấp,1,0
2431,447,1,2,7,5,10,10,0,2.4,2.4,81,4,2,1,Không cảnh báo,Trung bình,0,0
2432,447,1,2,7,6,11,8,3,2.18,2.29,88,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
2433,447,1,2,7,7,11,11,0,2.73,2.44,91,3,1,1,Không cảnh báo,Trung bình,3,0
2434,447,1,2,7,8,11,11,0,2.45,2.44,81,4,2,1,Không cảnh báo,Trung bình,3,0
2435,448,1,2,7,5,10,10,0,3.1,3.1,76,3,3,1,Không cảnh báo,Thấp,0,0
2436,448,1,2,7,6,11,8,3,1.73,2.38,66,5,3,3,Cảnh báo trung bình,Trung bình,3,1
2437,448,1,2,7,7,11,11,0,2.82,2.53,69,3,3,1,Không cảnh báo,Trung bình,3,0
2438,448,1,2,7,8,11,9,2,2.18,2.44,81,4,2,1,Không cảnh báo,Trung bình,2,0
2439,449,1,2,7,5,10,10,0,2.8,2.8,94,3,1,1,Không cảnh báo,Thấp,0,0
2440,449,1,2,7,6,11,8,3,2.18,2.48,74,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
2441,449,1,2,7,7,11,11,0,1.73,2.22,69,5,3,3,Cảnh báo trung bình,Cao,1,2
2442,449,1,2,7,8,11,9,2,2.18,2.21,67,4,3,1,Không cảnh báo,Trung bình,3,0
2443,450,1,2,7,5,10,10,0,3.3,3.3,89,2,2,1,Không cảnh báo,Thấp,0,0
2444,450,1,2,7,6,11,11,0,2.73,3.0,90,3,1,1,Không cảnh báo,Thấp,0,0
2445,450,1,2,7,7,11,11,0,3.0,3.0,74,3,3,1,Không cảnh báo,Thấp,0,0
2446,450,1,2,7,8,11,11,0,2.91,2.98,85,3,2,1,Không cảnh báo,Thấp,0,0
2447,451,1,2,7,5,10,10,0,2.8,2.8,94,3,1,1,Không cảnh báo,Thấp,0,0
2448,451,1,2,7,6,11,6,5,1.36,2.05,68,5,3,4,Cảnh báo nghiêm trọng,Trung bình,5,1
2449,451,1,2,7,7,11,11,0,2.73,2.28,70,3,3,1,Không cảnh báo,Trung bình,1,0
2450,451,1,2,7,8,11,11,0,1.82,2.16,69,5,3,2,Cảnh báo nhẹ,Trung bình,0,1
2451,452,1,2,7,5,10,10,0,3.1,3.1,76,3,3,1,Không cảnh báo,Thấp,0,0
2452,452,1,2,7,6,11,11,0,2.91,3.0,78,3,3,1,Không cảnh báo,Thấp,0,0
2453,452,1,2,7,7,11,11,0,2.55,2.84,81,3,2,1,Không cảnh báo,Thấp,0,0
2454,452,1,2,7,8,11,11,0,2.18,2.67,64,4,4,1,Không cảnh báo,Trung bình,0,0
2455,453,1,2,7,5,10,10,0,3.0,3.0,72,3,3,1,Không cảnh báo,Thấp,0,0
2456,453,1,2,7,6,11,11,0,3.0,3.0,93,3,1,1,Không cảnh báo,Thấp,0,0
2457,453,1,2,7,7,11,8,3,2.0,2.66,82,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
2458,453,1,2,7,8,11,11,0,2.73,2.67,85,3,2,1,Không cảnh báo,Thấp,1,0
2459,454,1,2,7,5,10,10,0,3.0,3.0,80,3,2,1,Không cảnh báo,Thấp,0,0
2460,454,1,2,7,6,11,11,0,2.73,2.86,89,3,2,1,Không cảnh báo,Thấp,0,0
2461,454,1,2,7,7,11,9,2,2.18,2.62,81,4,2,1,Không cảnh báo,Thấp,2,0
2462,454,1,2,7,8,11,11,0,2.55,2.6,73,3,3,1,Không cảnh báo,Thấp,2,0
2463,455,1,2,7,5,10,10,0,3.5,3.5,77,2,3,1,Không cảnh báo,Thấp,0,0
2464,455,1,2,7,6,11,11,0,2.73,3.1,79,3,3,1,Không cảnh báo,Thấp,0,0
2465,455,1,2,7,7,11,11,0,2.36,2.84,75,4,3,1,Không cảnh báo,Thấp,0,0
2466,455,1,2,7,8,11,11,0,2.73,2.81,75,3,3,1,Không cảnh báo,Thấp,0,0
2467,456,1,2,7,5,10,10,0,2.0,2.0,82,4,2,1,Không cảnh báo,Trung bình,0,0
2468,456,1,2,7,6,11,11,0,3.18,2.62,77,3,3,1,Không cảnh báo,Thấp,0,0
2469,456,1,2,7,7,11,11,0,2.45,2.56,81,4,2,1,Không cảnh báo,Thấp,0,0
2470,456,1,2,7,8,11,9,2,2.45,2.53,68,4,3,1,Không cảnh báo,Trung bình,2,0
2471,457,1,2,7,5,10,10,0,2.6,2.6,87,3,2,1,Không cảnh báo,Thấp,0,0
2472,457,1,2,7,6,11,5,6,1.36,1.95,72,5,3,4,Cảnh báo nghiêm trọng,Cao,6,1
2473,457,1,2,7,7,11,11,0,2.45,2.12,79,4,3,1,Không cảnh báo,Trung bình,6,0
2474,457,1,2,7,8,11,11,0,2.45,2.21,73,4,3,1,Không cảnh báo,Trung bình,6,0
2475,458,1,2,7,5,10,10,0,3.0,3.0,88,3,2,1,Không cảnh báo,Thấp,0,0
2476,458,1,2,7,6,11,11,0,2.27,2.62,83,4,2,1,Không cảnh báo,Thấp,0,0
2477,458,1,2,7,7,11,11,0,2.27,2.5,78,4,3,1,Không cảnh báo,Thấp,0,0
2478,458,1,2,7,8,11,11,0,2.0,2.37,75,4,3,1,Không cảnh báo,Trung bình,0,0
2479,459,1,2,7,5,10,10,0,3.0,3.0,84,3,2,1,Không cảnh báo,Thấp,0,0
2480,459,1,2,7,6,11,11,0,2.55,2.76,74,3,3,1,Không cảnh báo,Thấp,0,0
2481,459,1,2,7,7,11,11,0,2.18,2.56,66,4,3,1,Không cảnh báo,Trung bình,0,0
2482,459,1,2,7,8,11,11,0,2.55,2.56,77,3,3,1,Không cảnh báo,Thấp,0,0
2483,460,1,2,7,5,10,7,3,2.4,2.4,81,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
2484,460,1,2,7,6,11,11,0,2.73,2.57,86,3,2,1,Không cảnh báo,Thấp,1,0
2485,460,1,2,7,7,11,11,0,1.91,2.34,66,5,3,2,Cảnh báo nhẹ,Trung bình,0,1
2486,460,1,2,7,8,11,11,0,2.91,2.49,86,3,2,1,Không cảnh báo,Trung bình,0,0
2487,461,1,2,7,5,10,10,0,3.0,3.0,83,3,2,1,Không cảnh báo,Thấp,0,0
2488,461,1,2,7,6,11,9,2,1.64,2.29,80,5,2,3,Cảnh báo trung bình,Trung bình,2,1
2489,461,1,2,7,7,11,11,0,2.27,2.28,77,4,3,1,Không cảnh báo,Trung bình,2,0
2490,461,1,2,7,8,11,11,0,2.73,2.4,81,3,2,1,Không cảnh báo,Trung bình,2,0
2491,462,1,2,7,5,10,7,3,1.9,1.9,83,5,2,2,Cảnh báo nhẹ,Cao,3,1
2492,462,1,2,7,6,11,11,0,2.64,2.29,79,3,3,1,Không cảnh báo,Trung bình,3,0
2493,462,1,2,7,7,11,11,0,2.0,2.19,73,4,3,1,Không cảnh báo,Trung bình,3,0
2494,462,1,2,7,8,11,8,3,2.09,2.16,85,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
2495,463,1,2,7,5,10,10,0,2.5,2.5,76,3,3,1,Không cảnh báo,Thấp,0,0
2496,463,1,2,7,6,11,11,0,3.18,2.86,80,3,2,1,Không cảnh báo,Thấp,0,0
2497,463,1,2,7,7,11,11,0,2.18,2.62,77,4,3,1,Không cảnh báo,Thấp,0,0
2498,463,1,2,7,8,11,8,3,2.18,2.51,86,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
2499,464,1,2,7,5,10,7,3,2.1,2.1,68,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
2500,464,1,2,7,6,11,11,0,3.0,2.57,73,3,3,1,Không cảnh báo,Thấp,0,0
2501,464,1,2,7,7,11,11,0,3.27,2.81,69,2,3,1,Không cảnh báo,Trung bình,0,0
2502,464,1,2,7,8,11,11,0,3.0,2.86,80,3,2,1,Không cảnh báo,Thấp,0,0
2503,465,1,2,7,5,10,8,2,2.4,2.4,79,4,3,1,Không cảnh báo,Trung bình,2,0
2504,465,1,2,7,6,11,11,0,3.0,2.71,82,3,2,1,Không cảnh báo,Thấp,0,0
2505,465,1,2,7,7,11,11,0,2.82,2.75,78,3,3,1,Không cảnh báo,Thấp,0,0
2506,465,1,2,7,8,11,11,0,2.18,2.6,86,4,2,1,Không cảnh báo,Thấp,0,0
2507,466,1,2,7,5,10,10,0,3.0,3.0,74,3,3,1,Không cảnh báo,Thấp,0,0
2508,466,1,2,7,6,11,11,0,3.27,3.14,86,2,2,1,Không cảnh báo,Thấp,0,0
2509,466,1,2,7,7,11,11,0,2.73,3.0,78,3,3,1,Không cảnh báo,Thấp,0,0
2510,466,1,2,7,8,11,11,0,3.18,3.05,73,3,3,1,Không cảnh báo,Thấp,0,0
2511,467,1,2,7,5,10,8,2,2.4,2.4,85,4,2,1,Không cảnh báo,Trung bình,2,0
2512,467,1,2,7,6,11,11,0,2.73,2.57,94,3,1,1,Không cảnh báo,Thấp,2,0
2513,467,1,2,7,7,11,5,6,0.91,2.0,52,5,4,4,Cảnh báo nghiêm trọng,Trung bình,6,1
2514,467,1,2,7,8,11,8,3,1.64,1.91,67,5,3,3,Cảnh báo trung bình,Cao,7,2
2515,468,1,2,7,5,10,8,2,2.7,2.7,84,3,2,1,Không cảnh báo,Thấp,2,0
2516,468,1,2,7,6,11,11,0,2.55,2.62,87,3,2,1,Không cảnh báo,Thấp,2,0
2517,468,1,2,7,7,11,11,0,2.73,2.66,82,3,2,1,Không cảnh báo,Thấp,0,0
2518,468,1,2,7,8,11,11,0,2.73,2.67,79,3,3,1,Không cảnh báo,Thấp,0,0
2519,469,1,2,7,5,10,10,0,2.7,2.7,91,3,1,1,Không cảnh báo,Thấp,0,0
2520,469,1,2,7,6,11,11,0,2.82,2.76,87,3,2,1,Không cảnh báo,Thấp,0,0
2521,469,1,2,7,7,11,8,3,1.91,2.47,68,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
2522,469,1,2,7,8,11,11,0,3.09,2.63,73,3,3,1,Không cảnh báo,Trung bình,3,0
2523,470,1,2,7,5,10,10,0,3.1,3.1,90,3,1,1,Không cảnh báo,Thấp,0,0
2524,470,1,2,7,6,11,11,0,2.18,2.62,80,4,2,1,Không cảnh báo,Thấp,0,0
2525,470,1,2,7,7,11,11,0,3.0,2.75,70,3,3,1,Không cảnh báo,Thấp,0,0
2526,470,1,2,7,8,11,11,0,3.55,2.95,82,2,2,1,Không cảnh báo,Thấp,0,0
2527,471,1,2,7,5,10,7,3,1.9,1.9,89,5,2,2,Cảnh báo nhẹ,Cao,3,1
2528,471,1,2,7,6,11,11,0,2.73,2.33,81,3,2,1,Không cảnh báo,Trung bình,3,0
2529,471,1,2,7,7,11,11,0,2.55,2.41,87,3,2,1,Không cảnh báo,Trung bình,3,0
2530,471,1,2,7,8,11,11,0,2.73,2.49,79,3,3,1,Không cảnh báo,Trung bình,3,0
2531,472,1,2,7,5,10,10,0,3.3,3.3,78,2,3,1,Không cảnh báo,Thấp,0,0
2532,472,1,2,7,6,11,11,0,3.0,3.14,87,3,2,1,Không cảnh báo,Thấp,0,0
2533,472,1,2,7,7,11,11,0,3.27,3.19,83,2,2,1,Không cảnh báo,Thấp,0,0
2534,472,1,2,7,8,11,11,0,2.91,3.12,79,3,3,1,Không cảnh báo,Thấp,0,0
2535,473,1,2,7,5,10,10,0,2.8,2.8,68,3,3,1,Không cảnh báo,Trung bình,0,0
2536,473,1,2,7,6,11,6,5,1.36,2.05,66,5,3,4,Cảnh báo nghiêm trọng,Trung bình,5,1
2537,473,1,2,7,7,11,9,2,2.18,2.09,73,4,3,1,Không cảnh báo,Trung bình,4,0
2538,473,1,2,7,8,11,11,0,2.45,2.19,83,4,2,1,Không cảnh báo,Trung bình,4,0
2539,474,1,2,7,5,10,10,0,2.9,2.9,90,3,1,1,Không cảnh báo,Thấp,0,0
2540,474,1,2,7,6,11,11,0,2.45,2.67,68,4,3,1,Không cảnh báo,Trung bình,0,0
2541,474,1,2,7,7,11,11,0,2.45,2.59,85,4,2,1,Không cảnh báo,Thấp,0,0
2542,474,1,2,7,8,11,8,3,2.18,2.49,71,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
2543,475,1,2,7,5,10,10,0,2.6,2.6,80,3,2,1,Không cảnh báo,Thấp,0,0
2544,475,1,2,7,6,11,11,0,2.27,2.43,75,4,3,1,Không cảnh báo,Trung bình,0,0
2545,475,1,2,7,7,11,11,0,2.55,2.47,82,3,2,1,Không cảnh báo,Trung bình,0,0
2546,475,1,2,7,8,11,9,2,2.18,2.4,83,4,2,1,Không cảnh báo,Trung bình,2,0
2547,476,1,2,7,5,10,10,0,3.0,3.0,81,3,2,1,Không cảnh báo,Thấp,0,0
